Country,Score,Rank,Year,Logged GDP per capita,Social support,Healthy life expectancy,Freedom to make life choices,Generosity,Perceptions of corruption,Internet Use
Ecuador,5.97599983215332,51,2016,0.9730648994445801,0.859740674495697,0.6861296892166138,0.4026999771595001,0.10073605179786682,0.18037167191505432,54.06292473
Belize,5.955999851226807,52,2016,0.8761627078056335,0.6865458488464355,0.45568767189979553,0.5123116374015808,0.23684062063694,0.1077113002538681,44.57574032
Japan,5.921000003814697,53,2016,1.3800731897354126,1.0605419874191284,0.914910614490509,0.4676066040992737,0.1022433340549469,0.1898534744977951,93.18272128
Kazakhstan,5.919000148773193,54,2016,1.2294282913208008,0.9554359316825867,0.5738577246665955,0.405202180147171,0.1501096785068512,0.11131621152162552,74.58772647
Moldova,5.896999835968018,55,2016,0.6917694211006165,0.8313174247741699,0.5230854153633118,0.2520246207714081,0.199973464012146,0.019030777737498283,70.99999911
Poland,5.835000038146973,57,2016,1.2458469867706299,1.0468478202819824,0.6905810236930847,0.4519023895263672,0.14443473517894745,0.0549958162009716,73.3007041
Bolivia,5.822000026702881,59,2016,0.7942155599594116,0.837788462638855,0.4697020649909973,0.5096078515052795,0.21697840094566345,0.07745704799890518,39.6975146
Lithuania,5.813000202178955,60,2016,1.269200086593628,1.0641099214553833,0.6467440128326416,0.18928886950016022,0.02024700865149498,0.01819651946425438,74.37664556
Belarus,5.802000045776367,61,2016,1.130622386932373,1.0499297380447388,0.6310362815856934,0.29091036319732666,0.1394187957048416,0.17456963658332825,71.11304576
Slovenia,5.76800012588501,63,2016,1.2994650602340698,1.056134581565857,0.7915080189704895,0.5316392183303833,0.25738459825515747,0.036349814385175705,75.49850426
Peru,5.743000030517578,64,2016,0.9960178136825562,0.8125536441802979,0.6299428343772888,0.37501683831214905,0.14527054131031036,0.052919939160346985,45.46174069
Turkmenistan,5.6579999923706055,65,2016,1.080170750617981,1.0381743907928467,0.4400574862957001,0.37407752871513367,0.2256651073694229,0.28467199206352234,17.99032446
Mauritius,5.6479997634887695,66,2016,1.143722653388977,0.7569501996040344,0.6618861556053162,0.4614471197128296,0.36951062083244324,0.05202999338507652,52.19132594
Libya,5.614999771118164,67,2016,1.06687593460083,0.9507648348808289,0.5230429768562317,0.4067194163799286,0.17086835205554962,0.1033921018242836,20.27215956
Latvia,5.559999942779541,68,2016,1.2178767919540405,0.9502541422843933,0.6395242214202881,0.27995631098747253,0.17445315420627594,0.08889526128768921,79.84209778
Cyprus,5.546000003814697,69,2016,1.3185654878616333,0.7069738507270813,0.8488041162490845,0.2950660288333893,0.2790597975254059,0.05227743461728096,75.9002054
Paraguay,5.538000106811523,70,2016,0.8937298059463501,1.1111067533493042,0.5829548835754395,0.46235162019729614,0.2529580593109131,0.07395985722541809,53.40412748
Romania,5.5279998779296875,71,2016,1.169700026512146,0.7280260324478149,0.6760209202766418,0.36712175607681274,0.1288931965827942,0.006788755767047405,59.50395129
Estonia,5.517000198364258,72,2016,1.2796369791030884,1.0516268014907837,0.6809805035591125,0.4151144027709961,0.08422526717185974,0.18519040942192078,87.24023275
Jamaica,5.510000228881836,73,2016,0.8933306932449341,0.963718593120575,0.5946877002716064,0.43596959114074707,0.22244980931282043,0.04293964058160782,44.36685637
Croatia,5.48799991607666,74,2016,1.1864858865737915,0.6080871820449829,0.7052406668663025,0.23907063901424408,0.18434491753578186,0.04002460464835167,72.69726967
Somalia,5.440000057220459,76,2016,0.0,0.33613407611846924,0.1146622747182846,0.5677813291549683,0.27224668860435486,0.3117980360984802,1.88
Turkey,5.388999938964844,78,2016,1.1649216413497925,0.877170979976654,0.6471834182739258,0.23888802528381348,0.047068700194358826,0.1234792023897171,58.34773401
Indonesia,5.314000129699707,79,2016,0.9510406255722046,0.8762512803077698,0.49374130368232727,0.39236560463905334,0.5652139186859131,0.003222996834665537,25.4473537
Jordan,5.302999973297119,80,2016,0.9967264533042908,0.8621605634689331,0.6071192622184753,0.3602299392223358,0.14262212812900543,0.13297060132026672,62.30219257
Azerbaijan,5.290999889373779,81,2016,1.123732328414917,0.7604236602783203,0.5450363755226135,0.3532659709453583,0.056396301835775375,0.179136723279953,78.2
China,5.244999885559082,83,2016,1.0277971029281616,0.793808102607727,0.7356149554252625,0.440123587846756,0.04958820715546608,0.027451764792203903,53.2
Bhutan,5.196000099182129,84,2016,0.8526992201805115,0.9083616137504578,0.49759170413017273,0.4607385993003845,0.4854550361633301,0.1615985929965973,41.77264453
Serbia,5.177000045776367,86,2016,1.0343708992004395,0.8132928609848022,0.6458012461662292,0.157181978225708,0.20736517012119293,0.0433913953602314,67.05684137
Bosnia and Herzegovina,5.163000106811523,87,2016,0.9338259100914001,0.6436693072319031,0.7076622247695923,0.0951133593916893,0.2988905608654022,0.0,60.25653543
Montenegro,5.160999774932861,88,2016,1.0783772468566895,0.7417290806770325,0.6353257894515991,0.15110662579536438,0.17191271483898163,0.1272125095129013,69.88164684
Dominican Republic,5.15500020980835,89,2016,1.0278708934783936,0.99495929479599,0.5766890048980713,0.5225855112075806,0.21285714209079742,0.12371701002120972,63.87086474
Morocco,5.151000022888184,90,2016,0.840575635433197,0.3859546184539795,0.5947147011756897,0.25646254420280457,0.040528032928705215,0.08404255658388138,58.27123642
Hungary,5.144999980926514,91,2016,1.2414191961288452,0.9316383004188538,0.6760838031768799,0.1977033168077469,0.09899893403053284,0.044721223413944244,79.25941213
Pakistan,5.131999969482422,92,2016,0.6881636381149292,0.2613525688648224,0.4030638337135315,0.14621974527835846,0.3118460178375244,0.1388043612241745,12.38544676
Lebanon,5.129000186920166,93,2016,1.1226786375045776,0.6418367028236389,0.7617095708847046,0.26228079199790955,0.23693308234214783,0.030606575310230255,76.11
Portugal,5.123000144958496,94,2016,1.2760744094848633,0.9436689019203186,0.7936257719993591,0.4472651183605194,0.11690641194581985,0.01520577259361744,70.42356709
Vietnam,5.060999870300293,96,2016,0.7403743267059326,0.7911670804023743,0.6615650653839111,0.5595411658287048,0.2507525682449341,0.1155620738863945,53.0
Tunisia,5.045000076293945,98,2016,0.9772385954856873,0.43164804577827454,0.595766007900238,0.2355278879404068,0.03936152160167694,0.08169849216938019,49.59999484
Greece,5.0329999923706055,99,2016,1.2488620281219482,0.7547316551208496,0.8002893328666687,0.05822119489312172,0.0,0.041272468864917755,69.08791547
Tajikistan,4.995999813079834,100,2016,0.48834919929504395,0.7560246586799622,0.5311854481697083,0.4340810179710388,0.2599796950817108,0.1350889354944229,20.47
Mongolia,4.9070000648498535,101,2016,0.988527238368988,1.0898308753967285,0.5546932220458984,0.35971876978874207,0.3453855514526367,0.032850172370672226,22.2657705
Nigeria,4.875,103,2016,0.7521632313728333,0.6449794173240662,0.05107901990413666,0.2785388231277466,0.23218661546707153,0.030501827597618103,25.67
Honduras,4.870999813079834,104,2016,0.6942926049232483,0.7559584379196167,0.5838286280632019,0.267550528049469,0.20440304279327393,0.0690619945526123,29.5
Nepal,4.793000221252441,107,2016,0.4462570548057556,0.6969850063323975,0.5007292032241821,0.3701159954071045,0.38159623742103577,0.07008140534162521,19.68876384
Albania,4.65500020980835,109,2016,0.955302894115448,0.5016273856163025,0.7300697565078735,0.31866025924682617,0.1683950126171112,0.05300973728299141,59.6
Bangladesh,4.64300012588501,110,2016,0.541766881942749,0.24749091267585754,0.5298885107040405,0.39777520298957825,0.191324383020401,0.125833660364151,9.2
Sierra Leone,4.635000228881836,111,2016,0.3648541569709778,0.6280034184455872,0.0,0.30685120820999146,0.23897212743759155,0.08196226507425308,11.77318438
Iraq,4.574999809265137,112,2016,1.074743390083313,0.5920470356941223,0.5107596516609192,0.2485591471195221,0.1958882063627243,0.13635554909706116,36.7
Namibia,4.573999881744385,113,2016,0.9328721165657043,0.7036176919937134,0.3474542796611786,0.48613792657852173,0.0779496282339096,0.10397595167160034,31.03334594
Cameroon,4.513000011444092,114,2016,0.524972677230835,0.6254190802574158,0.1269759237766266,0.42736151814460754,0.2267952859401703,0.06126348674297333,20.6
Ethiopia,4.507999897003174,115,2016,0.29283326864242554,0.3793163299560547,0.3457763195037842,0.3670291304588318,0.2952185571193695,0.1716993749141693,15.36692386
South Africa,4.459000110626221,116,2016,1.0241649150848389,0.9605335593223572,0.18610996007919312,0.4248252511024475,0.13656337559223175,0.08415438234806061,54.0
Sri Lanka,4.414999961853027,117,2016,0.9731776118278503,0.8478294610977173,0.6200683116912842,0.508171796798706,0.46978291869163513,0.0796380490064621,15.1
India,4.4039998054504395,118,2016,0.7403585314750671,0.2924744486808777,0.45091143250465393,0.402845561504364,0.25028473138809204,0.08722177892923355,16.5
Armenia,4.360000133514404,121,2016,0.8608591556549072,0.6247681975364685,0.6408339142799377,0.1403724104166031,0.0779285728931427,0.036157168447971344,64.34602977
Kenya,4.355999946594238,122,2016,0.5226711630821228,0.7623973488807678,0.30147165060043335,0.40575504302978516,0.41327792406082153,0.06685906648635864,16.6
Ukraine,4.323999881744385,123,2016,0.8728690147399902,1.0141315460205078,0.5862792730331421,0.12858887016773224,0.20362712442874908,0.018293051049113274,53.0009696
Ghana,4.276000022888184,124,2016,0.6310686469078064,0.49352505803108215,0.29681339859962463,0.40973222255706787,0.21203264594078064,0.032602906227111816,28.0
Georgia,4.251999855041504,126,2016,0.837924599647522,0.1924944370985031,0.6403460502624512,0.3246101140975952,0.06785888224840164,0.3187958300113678,58.45928961
Senegal,4.218999862670898,128,2016,0.4431370198726654,0.7741596698760986,0.40456944704055786,0.31055793166160583,0.19103384017944336,0.11680921167135239,25.66476804
Bulgaria,4.2170000076293945,129,2016,1.1130646467208862,0.925417423248291,0.6780562400817871,0.21219110488891602,0.1279297024011612,0.00615380983799696,59.82554766
Mauritania,4.201000213623047,130,2016,0.613908052444458,0.8414196968078613,0.2863945960998535,0.12679949402809143,0.22686360776424408,0.17954881489276886,18.0
Zimbabwe,4.192999839782715,131,2016,0.3504098355770111,0.7147848010063171,0.15950089693069458,0.25428974628448486,0.18503031134605408,0.08581658452749252,23.11998904
Malawi,4.156000137329102,132,2016,0.08709395676851273,0.1470022052526474,0.29364487528800964,0.41430172324180603,0.3096785843372345,0.07563675940036774,8.0
Sudan,4.138999938964844,133,2016,0.6306907534599304,0.8192826509475708,0.2975911498069763,0.0,0.1807745397090912,0.10038705915212631,14.09999994
Gabon,4.120999813079834,134,2016,1.1585088968276978,0.7236786484718323,0.3494042456150055,0.28097546100616455,0.06243705376982689,0.0931418165564537,48.05227375
Mali,4.072999954223633,135,2016,0.31292417645454407,0.8633272647857666,0.16347195208072662,0.2754392623901367,0.21064132452011108,0.13646627962589264,11.11218649
Haiti,4.0279998779296875,136,2016,0.3409727215766907,0.2956138253211975,0.2749408185482025,0.12072394788265228,0.47957807779312134,0.14475786685943604,12.23260161
Botswana,3.9739999771118164,137,2016,1.0942573547363281,0.8918649554252625,0.3475152850151062,0.4408920407295227,0.12425172328948975,0.10769475996494293,39.36299738
Comoros,3.9560000896453857,138,2016,0.27509400248527527,0.6032307147979736,0.2998083531856537,0.15411779284477234,0.18270252645015717,0.1843651980161667,7.938322771
Cambodia,3.9070000648498535,140,2016,0.5560393333435059,0.5374981760978699,0.4249442219734192,0.5885191559791565,0.4033884108066559,0.08092289417982101,32.39845171
Angola,3.865999937057495,141,2016,0.8473098278045654,0.663659393787384,0.04991268366575241,0.005886350758373737,0.1207074373960495,0.08433874696493149,29.0
Niger,3.8559999465942383,142,2016,0.13270249962806702,0.6052974462509155,0.26161548495292664,0.3804078996181488,0.20970052480697632,0.17176391184329987,4.32275803
South Sudan,3.8320000171661377,143,2016,0.3939363658428192,0.18518702685832977,0.15781362354755402,0.1966249793767929,0.25898799300193787,0.13015156984329224,6.679728051
Chad,3.763000011444092,144,2016,0.4221419394016266,0.6317756175994873,0.03823509067296982,0.12807157635688782,0.1866670846939087,0.04952473193407059,5.0
Burkina Faso,3.739000082015991,145,2016,0.31995201110839844,0.6305371522903442,0.21296638250350952,0.3336973786354065,0.24352513253688812,0.12532684206962585,9.0
Madagascar,3.694999933242798,148,2016,0.27954360842704773,0.46115466952323914,0.37109026312828064,0.13683778047561646,0.22039766609668732,0.07505850493907928,4.713662899
Tanzania,3.6659998893737793,149,2016,0.47154632210731506,0.7762331366539001,0.35699954628944397,0.31760185956954956,0.3147176206111908,0.05098965764045715,13.50423285
Liberia,3.621999979019165,150,2016,0.10706325620412827,0.5035267472267151,0.23165465891361237,0.2574831545352936,0.24062930047512054,0.04852154478430748,15.7
Guinea,3.6070001125335693,151,2016,0.22415165603160858,0.31089913845062256,0.18828818202018738,0.3095276355743408,0.2991373836994171,0.11920285224914551,9.8
Rwanda,3.515000104904175,152,2016,0.3284611105918884,0.6158624887466431,0.3186502158641815,0.5431972146034241,0.23551717400550842,0.5052086710929871,20.0
Benin,3.4839999675750732,153,2016,0.39499226212501526,0.1041889488697052,0.21028366684913635,0.39746546745300293,0.20180082321166992,0.06680506467819214,11.99
Togo,3.302999973297119,155,2016,0.2812265157699585,0.0,0.24811217188835144,0.3467806577682495,0.17516814172267914,0.11587189882993698,11.31
Burundi,2.9049999713897705,157,2016,0.0683097317814827,0.2344244420528412,0.15746726095676422,0.043201349675655365,0.2029021680355072,0.09418750554323196,2.4
Norway,7.5370001792907715,1,2017,1.6164631843566895,1.5335235595703125,0.7966665029525757,0.6354225873947144,0.36201223731040955,0.31596383452415466,96.3576013
Denmark,7.521999835968018,2,2017,1.4823830127716064,1.5511215925216675,0.7925655245780945,0.6260067224502563,0.35528048872947693,0.40077006816864014,97.09936216
Iceland,7.504000186920166,3,2017,1.480633020401001,1.6105740070343018,0.8335521221160889,0.6271626353263855,0.4755402207374573,0.15352655947208405,98.25520119
Switzerland,7.49399995803833,4,2017,1.5649795532226562,1.5169117450714111,0.8581312894821167,0.6200705766677856,0.29054927825927734,0.3670072853565216,89.68614767
Finland,7.468999862670898,5,2017,1.443571925163269,1.5402467250823975,0.80915766954422,0.6179508566856384,0.24548277258872986,0.38261154294013977,87.46892907
Netherlands,7.376999855041504,6,2017,1.5039446353912354,1.4289392232894897,0.8106961250305176,0.5853844881057739,0.47048982977867126,0.2826618254184723,93.19727891
Canada,7.315999984741211,7,2017,1.4792044162750244,1.481348991394043,0.8345576524734497,0.6111009120941162,0.43553972244262695,0.28737151622772217,92.70137191
New Zealand,7.314000129699707,8,2017,1.4057060480117798,1.5481951236724854,0.8167597055435181,0.6140621304512024,0.5000051259994507,0.38281670212745667,90.81109307
Sweden,7.283999919891357,9,2017,1.4943872690200806,1.478162169456482,0.8308751583099365,0.6129240989685059,0.3853992521762848,0.3843987286090851,93.00626697
Australia,7.283999919891357,10,2017,1.4844149351119995,1.5100419521331787,0.8438867926597595,0.6016073822975159,0.47769924998283386,0.3011837303638458,86.54504885
Israel,7.2129998207092285,11,2017,1.375382423400879,1.376289963722229,0.8384039998054504,0.4059886038303375,0.33008265495300293,0.08524210005998611,81.58118359
Costa Rica,7.078999996185303,12,2017,1.1097062826156616,1.4164036512374878,0.759509265422821,0.5801316499710083,0.21461322903633118,0.10010658949613571,71.58166462
Austria,7.00600004196167,13,2017,1.4870972633361816,1.4599449634552002,0.8153284192085266,0.5677661895751953,0.3164723217487335,0.2210603654384613,87.93558659
United States,6.993000030517578,14,2017,1.5462592840194702,1.419920563697815,0.7742866277694702,0.5057405233383179,0.39257878065109253,0.1356387883424759,87.27488917
Ireland,6.9770002365112305,15,2017,1.535706639289856,1.5582311153411865,0.8097826242446899,0.5731103420257568,0.4278583228588104,0.29838815331459045,84.11400706
Germany,6.951000213623047,16,2017,1.4879233837127686,1.472520351409912,0.798950731754303,0.5625113844871521,0.33626917004585266,0.276731938123703,84.3941537
Belgium,6.890999794006348,17,2017,1.4637807607650757,1.4623126983642578,0.818091869354248,0.5397707223892212,0.23150333762168884,0.25134313106536865,87.67968082
Luxembourg,6.86299991607666,18,2017,1.741943597793579,1.4575836658477783,0.8450894951820374,0.5966278910636902,0.28318098187446594,0.31883442401885986,97.36296032
United Kingdom,6.714000225067139,19,2017,1.441633939743042,1.4964600801467896,0.8053359389305115,0.5081900358200073,0.4927741587162018,0.2654280662536621,90.42455049
Chile,6.6519999504089355,20,2017,1.2527846097946167,1.284024953842163,0.8194797039031982,0.3768952786922455,0.32666242122650146,0.0822879821062088,82.32748693
United Arab Emirates,6.6479997634887695,21,2017,1.6263433694839478,1.266410231590271,0.7267982363700867,0.6083452701568604,0.36094194650650024,0.324489563703537,94.81992254
Brazil,6.635000228881836,22,2017,1.1073532104492188,1.431306004524231,0.6165523529052734,0.4374537467956543,0.1623498946428299,0.11109276115894318,67.47128452
Czech Republic,6.609000205993652,23,2017,1.35268235206604,1.4338852167129517,0.7544440031051636,0.4909461736679077,0.08810675889253616,0.036872927099466324,78.71917285
Argentina,6.598999977111816,24,2017,1.1852954626083374,1.4404511451721191,0.695137083530426,0.4945192039012909,0.10945706069469452,0.059739887714385986,74.29490687
Mexico,6.578000068664551,25,2017,1.1531838178634644,1.210862159729004,0.7099789977073669,0.41273000836372375,0.12099043279886246,0.13277411460876465,63.85224909
Singapore,6.572000026702881,26,2017,1.6922776699066162,1.3538143634796143,0.9494923949241638,0.5498405694961548,0.3459659814834595,0.4643077850341797,84.45226789
Malta,6.5269999504089355,27,2017,1.3432798385620117,1.4884116649627686,0.8219442367553711,0.5887670516967773,0.5747305750846863,0.15306606888771057,81.01191108
Uruguay,6.453999996185303,28,2017,1.2175596952438354,1.4122278690338135,0.7192168235778809,0.5793922543525696,0.17509692907333374,0.17806187272071838,70.3223544
Guatemala,6.453999996185303,29,2017,0.8720019459724426,1.2555851936340332,0.5402399897575378,0.5313106179237366,0.283488392829895,0.0772232785820961,40.70304908
Panama,6.452000141143799,30,2017,1.233748435974121,1.373192548751831,0.7061561346054077,0.5500268340110779,0.21055693924427032,0.07098392397165298,59.9506309
France,6.441999912261963,31,2017,1.4309234619140625,1.3877768516540527,0.8444658517837524,0.4702221155166626,0.12976230680942535,0.17250242829322815,80.50245972
Thailand,6.423999786376953,32,2017,1.1278687715530396,1.4257924556732178,0.6472390294075012,0.580200731754303,0.572123110294342,0.031612735241651535,52.89192934
Spain,6.4029998779296875,34,2017,1.3843978643417358,1.5320909023284912,0.888960599899292,0.4087812304496765,0.19013357162475586,0.07091409713029861,84.6022457
Qatar,6.375,35,2017,1.8707656860351562,1.2742968797683716,0.7100980877876282,0.6041309833526611,0.3304738700389862,0.43929925560951233,97.38884917
Colombia,6.35699987411499,36,2017,1.0706223249435425,1.402182936668396,0.5950279235839844,0.4774874150753021,0.14901447296142578,0.04666874185204506,62.25988032
Saudi Arabia,6.343999862670898,37,2017,1.5306235551834106,1.286677598953247,0.5901483297348022,0.4497505724430084,0.14761601388454437,0.27343225479125977,94.17559961
Trinidad and Tobago,6.168000221252441,38,2017,1.3613559007644653,1.3802285194396973,0.5199832916259766,0.5186307430267334,0.32529646158218384,0.008964816108345985,77.32605293
Kuwait,6.105000019073486,39,2017,1.6329524517059326,1.259698748588562,0.6321057081222534,0.4963375926017761,0.22828979790210724,0.2151595503091812,97.99998933
Bahrain,6.086999893188477,41,2017,1.4884122610092163,1.3231104612350464,0.6531330347061157,0.5367469191551208,0.1726684868335724,0.25704216957092285,95.87813575
Malaysia,6.084000110626221,42,2017,1.291215419769287,1.2846460342407227,0.6187844276428223,0.4022649824619293,0.41660892963409424,0.06560070812702179,80.14047901
Nicaragua,6.071000099182129,43,2017,0.7372992038726807,1.2872157096862793,0.6530959606170654,0.4475518465042114,0.3016742169857025,0.13068798184394836,27.86304001
El Salvador,6.002999782562256,45,2017,0.9097844958305359,1.1821250915527344,0.5960185527801514,0.432452529668808,0.0782579854130745,0.08998095989227295,33.8207289
Poland,5.9730000495910645,46,2017,1.29178786277771,1.4457119703292847,0.6994753479957581,0.5203421115875244,0.15846596658229828,0.05930780619382858,75.98536595
Uzbekistan,5.9710001945495605,47,2017,0.7864410877227783,1.5489691495895386,0.4982726275920868,0.6582486629486084,0.415983647108078,0.24652822315692902,48.69999885
Italy,5.964000225067139,48,2017,1.3950666189193726,1.4449232816696167,0.8531443476676941,0.25645071268081665,0.17278964817523956,0.0280280914157629,63.077347
Belize,5.955999851226807,50,2017,0.9079753160476685,1.0814177989959717,0.45019176602363586,0.5475093722343445,0.2400156408548355,0.09658107161521912,47.0826258
Japan,5.920000076293945,51,2017,1.4169151782989502,1.4363378286361694,0.9134758710861206,0.5056255459785461,0.1205727681517601,0.1637607365846634,91.72654724
Lithuania,5.9019999504089355,52,2017,1.314582347869873,1.4735161066055298,0.6289499402046204,0.23423178493976593,0.010164656676352024,0.011865642853081226,77.61525651
Algeria,5.872000217437744,53,2017,1.0918644666671753,1.1462174654006958,0.6175846457481384,0.23333580791950226,0.06943664699792862,0.1460961103439331,47.69105515
Latvia,5.849999904632568,54,2017,1.2607486248016357,1.4047149419784546,0.6385669708251953,0.32570791244506836,0.15307478606700897,0.07384272664785385,80.114077
Moldova,5.8379998207092285,56,2017,0.7288706302642822,1.2518255710601807,0.5894652009010315,0.24072904884815216,0.20877912640571594,0.010091286152601242,76.12451989
Romania,5.824999809265137,57,2017,1.2176839113235474,1.150091290473938,0.6851583123207092,0.45700374245643616,0.13351991772651672,0.004387900698930025,63.74728218
Bolivia,5.822999954223633,58,2017,0.8337565660476685,1.2276190519332886,0.47363024950027466,0.5587329268455505,0.22556072473526,0.06047772616147995,43.83227607
Turkmenistan,5.822000026702881,59,2017,1.1307767629623413,1.4931491613388062,0.43772608041763306,0.41827192902565,0.24992498755455017,0.2592703402042389,21.25099741
Kazakhstan,5.818999767303467,60,2017,1.284556269645691,1.3843690156936646,0.6060415506362915,0.4374542832374573,0.20196442306041718,0.11928288638591766,76.42674823
Slovenia,5.757999897003174,62,2017,1.3412059545516968,1.4525188207626343,0.7908282279968262,0.5725758075714111,0.24264909327030182,0.04512897878885269,78.88542636
Peru,5.715000152587891,63,2017,1.03522527217865,1.2187703847885132,0.6301661133766174,0.45000287890434265,0.12681971490383148,0.047049086540937424,50.45041218
Mauritius,5.629000186920166,64,2017,1.189395546913147,1.2095609903335571,0.6380074620246887,0.4912473261356354,0.36093375086784363,0.042181555181741714,55.4032403
Cyprus,5.620999813079834,65,2017,1.3559380769729614,1.1313632726669312,0.8447147011756897,0.3551115393638611,0.271254301071167,0.041237976402044296,80.74318897
Estonia,5.611000061035156,66,2017,1.320879340171814,1.4766710996627808,0.6951683163642883,0.47913143038749695,0.09889081120491028,0.18324892222881317,88.10245687
Belarus,5.568999767303467,67,2017,1.156557559967041,1.444945216178894,0.6377142667770386,0.2954002618789673,0.15513750910758972,0.15631382167339325,74.43644541
Libya,5.525000095367432,68,2017,1.1018030643463135,1.3575643301010132,0.5201690196990967,0.46573323011398315,0.1520736664533615,0.09261021018028259,21.75892062
Turkey,5.5,69,2017,1.1982743740081787,1.337753176689148,0.637605607509613,0.3007405996322632,0.046693041920661926,0.09967157989740372,64.68461768
Paraguay,5.493000030517578,70,2017,0.932537317276001,1.5072848796844482,0.579250693321228,0.4735077917575836,0.2241506576538086,0.091065913438797,61.07575622
Serbia,5.394999980926514,73,2017,1.0693175792694092,1.2581897974014282,0.6507846713066101,0.2087155282497406,0.22012588381767273,0.04090378060936928,70.33083553
Jordan,5.335999965667725,74,2017,0.9910123944282532,1.2390888929367065,0.6045900583267212,0.4184211492538452,0.1721704602241516,0.11980327218770981,66.79031443
Hungary,5.323999881744385,75,2017,1.2860119342803955,1.3431330919265747,0.6877634525299072,0.17586351931095123,0.07840166240930557,0.03663693740963936,76.75054712
Jamaica,5.310999870300293,76,2017,0.925579309463501,1.3682180643081665,0.6410223841667175,0.47430723905563354,0.23381833732128143,0.055267781019210815,55.07206705
Croatia,5.293000221252441,77,2017,1.222556233406067,0.9679830074310303,0.7012885212898254,0.25577229261398315,0.24800297617912292,0.043103110045194626,67.09619204
Kosovo,5.2789998054504395,78,2017,0.9514843821525574,1.1378535032272339,0.5414520502090454,0.26028794050216675,0.3199314475059509,0.0574716180562973,83.89359681
China,5.2729997634887695,79,2017,1.0811657905578613,1.1608374118804932,0.7414155006408691,0.4727877080440521,0.028806841000914574,0.022794274613261223,54.3
Pakistan,5.269000053405762,80,2017,0.7268835306167603,0.6726906895637512,0.4020477831363678,0.23521526157855988,0.31544601917266846,0.12434806674718857,13.78
Indonesia,5.26200008392334,81,2017,0.995538592338562,1.2744446992874146,0.4923457205295563,0.4433234632015228,0.6117045879364014,0.015317135490477085,32.33580625
Montenegro,5.236999988555908,83,2017,1.121129035949707,1.238376498222351,0.6674646735191345,0.19498905539512634,0.19791102409362793,0.08817419409751892,71.27233254
Morocco,5.235000133514404,84,2017,0.8781145811080933,0.7748644351959229,0.5977106690406799,0.4081583321094513,0.03220995515584946,0.08776318281888962,61.76221201
Azerbaijan,5.234000205993652,85,2017,1.1536017656326294,1.152400255203247,0.5407757759094238,0.3981558382511139,0.04526934027671814,0.18098750710487366,79.0
Dominican Republic,5.230000019073486,86,2017,1.079373836517334,1.402416706085205,0.5748737454414368,0.5525898337364197,0.1869678497314453,0.11394525319337845,67.57124533
Greece,5.2270002365112305,87,2017,1.2894874811172485,1.2394145727157593,0.8101989030838013,0.09573125094175339,0.0,0.043289776891469955,69.89297065
Lebanon,5.224999904632568,88,2017,1.074987530708313,1.1296242475509644,0.7350810766220093,0.28851598501205444,0.2644507586956024,0.03751382976770401,78.18077489
Portugal,5.195000171661377,89,2017,1.3151752948760986,1.3670430183410645,0.7958435416221619,0.49846529960632324,0.0951027125120163,0.01586945168673992,73.79121395
Bosnia and Herzegovina,5.182000160217285,90,2017,0.9824094176292419,1.0693359375,0.7051863074302673,0.20440317690372467,0.32886749505996704,0.0,64.89202051
Honduras,5.181000232696533,91,2017,0.7305731177330017,1.1439449787139893,0.5825694799423218,0.3480798602104187,0.2361888736486435,0.07334545254707336,32.13636364
Somalia,5.151000022888184,93,2017,0.022643184289336205,0.7211513519287109,0.11398913711309433,0.602126955986023,0.2916313111782074,0.28241032361984253,2.004048698
Vietnam,5.073999881744385,94,2017,0.7885475754737854,1.2774913311004639,0.6521689891815186,0.5710555911064148,0.23496805131435394,0.08763323724269867,58.14
Nigeria,5.073999881744385,95,2017,0.7837562561035156,1.2157704830169678,0.056915730237960815,0.39495256543159485,0.23094719648361206,0.02612156607210636,28.0
Tajikistan,5.040999889373779,96,2017,0.5247136354446411,1.2714632749557495,0.5292351245880127,0.47156670689582825,0.24899764358997345,0.14637714624404907,21.96
Nepal,4.961999893188477,99,2017,0.479820191860199,1.1792832612991333,0.5041307806968689,0.4403059482574463,0.39409616589546204,0.07297554612159729,21.40351043
Mongolia,4.954999923706055,100,2017,1.0272358655929565,1.493011236190796,0.5577834844589233,0.3941439688205719,0.33846423029899597,0.03290228918194771,23.71426517
South Africa,4.828999996185303,101,2017,1.0546987056732178,1.3847886323928833,0.18708007037639618,0.47924673557281494,0.1393623799085617,0.07250949740409851,56.16739447
Tunisia,4.804999828338623,102,2017,1.0072658061981201,0.8683514595031738,0.6132120490074158,0.28968068957328796,0.049693357199430466,0.08672314882278442,55.50015506
Bulgaria,4.714000225067139,105,2017,1.1614590883255005,1.4343794584274292,0.7082176804542542,0.28923171758651733,0.11317769438028336,0.011051530949771404,63.41010138
Sierra Leone,4.709000110626221,106,2017,0.36842092871665955,0.9841360449790955,0.005564753897488117,0.3186976909637451,0.2930409014225006,0.07109517604112625,13.23693043
Cameroon,4.695000171661377,107,2017,0.5643053650856018,0.9460182189941406,0.13289211690425873,0.43038874864578247,0.23629845678806305,0.05130663141608238,23.20297197
Albania,4.644000053405762,109,2017,0.9961927533149719,0.8036852478981018,0.7311597466468811,0.38149863481521606,0.20131294429302216,0.03986421599984169,62.4
